2 : Được đồng ý chat webcam - IP: 10.90.89.86
2 : Đang chờ xác nhận yêu cầu chia sẻ hình ảnh...
2 :  cmd-SharePhoto: Đã chấp nhận yêu cầu chia sẻ hình ảnh (IP: 10.90.89.86)
4 : BUZZ
4 : :X
4 : hello
